_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight
thearfl01,5-Sep-44,,1.8,34.5,0,64.3,25,2.3,3.8,2,0,34.5,Kentucky State University,,,,,1-Jun,,Floyd Theard,Point Guard,Right,170lb
theisda01,4-Apr-92,"Salzgitter, Germany",1,54.5,35.2,74.5,129,16.6,5.5,3.9,7,58.9,,,,,,8-Jun,,Daniel Theis,Center,Right,243lb
theusre01,13-Oct-57,"Inglewood, California",6.3,47.1,25.2,82.6,1026,16.6,18.5,3.3,66.9,47.9,"University of Nevada, Las Vegas",9th overall,1st round,Chicago Bulls,1978,7-Jun,"Inglewood in Inglewood, California",Reggie Theus,Shooting Guard and Point Guard,Right,190lb
thibepe01,3-Oct-61,"Los Angeles, California",0.5,45.3,28.6,62.6,93,10.5,5,1.5,0.1,45.6,Saint Mary's College of California,77th overall,4th round,Golden State Warriors,1983,7-Jun,"Skyline in Oakland, California",Peter Thibeaux,Small Forward,Right,210lb
thiebbi01,28-Mar-35,,0.3,33.1,,64,85,10.1,4,3.2,-0.5,,Hofstra University,,1956 NBA Draf,Fort Wayne Pistons,,7-Jun,,Bill Thieben,Power Forward,Right,215lb
thigpju01,13-Aug-47,,0.5,36.7,-,33.3,22,5.1,2.7,0.8,-0.3,36.7,Weber State University,147th overall,11th round,San Diego Rockets,1969,1-Jun,"Northern HS in Flint, Michigan",Justus Thigpen,Shooting Guard,Right,160lb
thirdda01,12-Apr-60,"St. Louis, Missouri",0.5,45.7,9.1,56.5,179,8,2.8,1.2,1.3,45.8,Bradley University,15th overall,1st round,Phoenix Suns,1982,7-Jun,"Soldan in St. Louis, Missouri",David Thirdkill,Power Forward and Small Forward,Right,195lb
thomaad01,25-Mar-93,"Memphis, Tennessee",0.5,42.9,20,100,6,7.3,2.3,0.5,0,46.4,University of Memphis,,,,,7-Jun,"Melrose in Memphis, Tennessee",Adonis Thomas,Small Forward,Right,200lb
thomabi01,23-Dec-75,"Shreveport, Louisiana",0.5,33.8,30.4,84.6,53,7.8,2.7,1,0.4,44,University of Kansas,,,,,4-Jun,"Loyola College Preparatory School in Shreveport, Louisiana",Billy Thomas,Shooting Guard and Small Forward,Right,208lb
thomaca01,3-Oct-69,"Dayton, Ohio",0.4,39.8,31.5,64.3,63,10.3,2.9,1,0.6,46.3,Eastern Michigan University,,,,,4-Jun,"Everett in Lansing, Michigan",Carl Thomas,Shooting Guard,Right,175lb
thomach01,3-Oct-69,"Dayton, Ohio",0.6,35.3,11.8,66.7,36,6.1,1.3,0.6,-0.1,37.3,Eastern Michigan University,,,,,3-Jun,"Everett in Lansing, Michigan",Charles Thomas,Shooting Guard,Right,175lb
thomaet01,1-Apr-78,"Harlem, New York",0.4,51.3,-,60.3,409,14.5,5.7,4.7,14.9,51.3,Syracuse University,12th overall,1st round,Dallas Mavericks,2000,9-Jun,"Booker T. Washington in Tulsa, Oklahoma",Etan Thomas,Power Forward and Center,Right,256lb
thomair01,2-Jan-66,"Brooklyn, New York",0.4,34,-,57.1,26,7.3,1.8,1.2,-0.1,34,"University of Kentucky, Florida State University",,,,,8-Jun,"Miami Carol City in Miami, Florida",Irving Thomas,Power Forward,Right,225lb
thomais02,7-Feb-89,"Tacoma, Washington",5.1,43.7,36,87.4,485,20.3,18.6,2.5,45.3,50.7,University of Washington,60th overall,2nd round,Sacramento Kings,2011,9-May,"South Kent School in South Kent, Connecticut",Isaiah Thomas,Point Guard and Shooting Guard,Left,185lb
thomais01,30-Apr-61,"Chicago, Illinois",9.3,45.2,29,75.9,979,18.1,19.2,3.6,80.7,46.5,Indiana University,2nd overall,1st round,Detroit Pistons,1981,1-Jun,"St. Joseph in Westchester, Illinois",Isiah Thomas,Point Guard,Right,180lb
thomaja01,25-Mar-73,"Brooklyn, New York",0.5,37.8,16.7,100,12,4.6,2.5,1.2,-0.3,39.2,Providence College,,,,,6-Jun,"Abraham Lincoln in Brooklyn, New York",Jamel Thomas,Small Forward,Right,215lb
thomaja02,22-Nov-80,"Schenectady, New York",0.2,56.4,-,50,33,9.1,1.6,2.3,0.4,56.4,University of Texas at Austin,,,,,8-Jun,"Hargrave Military Academy in Chatham, Virginia",James Thomas,Power Forward,Right,235lb
thomaji01,19-Oct-60,"Lakeland, Florida",2.3,47.1,17,76.3,161,12.5,8.4,2.6,4.9,47.5,Indiana University,40th overall,2nd round,Indiana Pacers,1983,3-Jun,"Nova in Fort Lauderdale, Florida",Jim Thomas,Shooting Guard,Right,190lb
thomajo01,9-Mar-48,"Canton, Georgia",0.4,26.7,,45,39,4.3,1.4,1.1,-0.6,,Marquette University,95th overall,6th round,Phoenix Suns,1970,6-Jun,"Marist School in Atlanta, Georgia",Joe Thomas,Small Forward,Right,205lb
thomajo02,8-Sep-75,"Minneapolis, Minnesota",0.3,50.2,0,59.1,208,9.4,2.7,2.1,3.2,50.2,University of Minnesota,25th overall,1st round,New York Knicks,1997,9-Jun,"Roosevelt in Minneapolis, Minnesota",John Thomas,Power Forward and Center,Right,265lb
thomake01,25-Jul-77,"Atlanta, Georgia",1.5,46.5,24.4,69.9,632,13.9,9.3,6.9,31.2,47.1,University of New Mexico,22nd overall,1st round,Houston Rockets,1999,7-Jun,"Albuquerque in Albuquerque, New Mexico",Kenny Thomas,Power Forward,Right,261lb
thomakh01,8-May-96,"Omaha, Nebraska",0.3,31.9,28.6,63.6,26,6.2,2.3,0.8,0,39.1,Creighton University,38th overall,2nd round,Philadelphia 76ers,2018,3-Jun,"Fork Union Military Academy in Fork Union, Virginia",Khyri Thomas,Shooting Guard,Right,210lb
thomaku01,4-Oct-72,"Dallas, Texas",1.1,48.6,28.1,76,1110,13.9,8.1,6.6,64.2,48.7,Texas Christian University,10th overall,1st round,Miami Heat,1995,9-Jun,"Hillcrest in Dallas, Texas",Kurt Thomas,Center and Power Forward,Right,230lb
thomala01,24-Apr-88,"Brooklyn, New York",0.7,41.7,38.3,79.7,392,8.3,5.2,2.6,5.4,46.3,Duke University,,,,,8-Jun,"Saint Benedict's Preparatory School in Newark, New Jersey",Lance Thomas,Power Forward and Small Forward,Right,240lb
thomama01,8-Nov-88,"Columbia, Missouri",0.4,43.5,9.1,60,40,8.4,1.9,2.4,0.1,44.2,"Pepperdine University, San Diego State University",,,,,9-Jun,"Crawford in San Diego, California",Malcolm Thomas,Power Forward,Right,225lb
thomaro01,19-Nov-50,"Louisville, Kentucky",0.8,46.8,21.4,53.6,264,12.6,4,4.1,7.4,47,University of Louisville,90th overall,6th round,Seattle SuperSonics,1972,6-Jun,"Thomas Jefferson in Louisville, Kentucky",Ronald Thomas,Power Forward,Right,215lb
thomate01,20-Aug-53,"Detroit, Michigan",0.1,43.1,,72.4,28,16.3,2.8,1.3,0.2,,University of Detroit Mercy,151st overall,9th round,Detroit Pistons,1975,8-Jun,,Terry Thomas,Power Forward,Right,220lb
thomati01,26-Feb-77,"Paterson, New Jersey",1.5,43.7,36.9,75.8,824,14,11.5,4.1,35.2,49.7,Villanova University,7th overall,1st round,New Jersey Nets,1997,10-Jun,"Paterson Catholic in Paterson, New Jersey",Tim Thomas,Power Forward and Small Forward,Right,230lb
thomaty01,17-Aug-86,"Baton Rouge, Louisiana",0.9,43.8,23.5,73.2,402,14.8,7.7,4.8,13,43.9,Louisiana State University,4th overall,1st round,Portland Trail Blazers,2006,9-Jun,"McKinley in Baton Rouge, Louisiana",Tyrus Thomas,Power Forward and Center,Right,215lb
thomawi01,,,0.9,44.2,0,74.2,62,12.3,9,1.8,1.5,44.2,Tennessee State University,,,,,2-Jun,,Willis Thomas,Shooting Guard,Left,185lb
thomptr02,20-May-90,"Long Island, New York",0.1,39.3,30.8,71.4,24,12,2.4,1,0,42.6,University of Georgia,37th overall,2nd round,Los Angeles Clippers,2011,10-Jun,"Wesleyan School in Norcross, Georgia",Trey Thompkins,Center,Right,245lb
thompbe01,30-Aug-62,"Phoenix, Arizona",1.3,43.9,0,78.9,204,10.2,5.3,1.7,3.4,43.9,"California State University, Fresno",19th overall,1st round,Portland Trail Blazers,1984,6-Jun,"South Mountain in Phoenix, Arizona",Bernard Thompson,Small Forward and Power Forward and Shooting Guard,Right,210lb
thompbi01,1-Dec-63,"Camden, New Jersey",1.7,50.5,15.4,67.4,300,13.2,8.6,5.4,9.6,50.5,University of Louisville,19th overall,1st round,Atlanta Hawks,1986,7-Jun,"Camden in Camden, New Jersey",Billy Thompson,Small Forward,Right,195lb
thompbr01,19-Jul-70,"Dallas, Texas",1.7,40.9,37.6,64.7,168,13.4,4.5,0.9,2,51.9,"Texas A&M University, Oklahoma State University",27th overall,1st round,Orlando Magic,1994,4-Jun,"Littleton in Littleton, Colorado",Brooks Thompson,Point Guard,Left,193lb
thompco01,5-Feb-60,"Middletown, Connecticut",0.8,31.4,-,78.3,44,6,2.8,2.7,-0.1,31.4,University of Connecticut,50th overall,3rd round,Dallas Mavericks,1982,8-Jun,"Middletown in Middletown, Connecticut",Corny Thompson,Power Forward,Right,225lb
thompda01,13-Jul-54,"Shelby, North Carolina",3.3,50.5,25.5,78.1,592,19.9,22.7,4.1,63.3,50.7,North Carolina State University,1st overall,1st round,Atlanta Hawks,1975,4-Jun,"Crest in Shelby, North Carolina",David Thompson,Shooting Guard and Small Forward,Right,195lb
thompdi01,23-Feb-83,"Los Angeles, California",0.2,42.5,30.8,87.5,16,16.4,2.8,1.2,0.2,47.5,"University of California, Los Angeles",54th overall,2nd round,New York Knicks,2005,7-Jun,"Redondo Union in Redondo Beach, California",Dijon Thompson,Shooting Guard and Small Forward,Right,195lb
thompge01,29-Nov-47,"Brooklyn, New York",3.6,46.5,26.5,76.2,437,17.4,18.6,3.3,30.9,47.3,Marquette University,66th overall,5th round,Boston Celtics,1969,2-Jun,"Erasmus Hall in Brooklyn, New York",George Thompson,Point Guard and Shooting Guard,Right,200lb
thompho01,3-Apr-91,"Pasadena, California",1.1,41.3,38.6,70.7,265,9.6,7.7,3.1,6.5,51.4,Georgetown University,,,,,8-Jun,"Loyola in Los Angeles, California",Hollis Thompson,Small Forward and Shooting Guard,Right,206lb
thompja01,26-Mar-46,"New York, New York",1,33.3,0,-,2,5,1,0.5,0,33.3,University of South Carolina,33rd overall,3rd round,Baltimore Bullets,1968,1-Jun,,Jack Thompson,Guard,Right,185lb
thompja02,21-Jul-86,"Camden, New Jersey",1.1,49.6,14.3,65.7,588,13.5,8.9,6.6,23.8,49.7,Rider University,12th overall,1st round,Sacramento Kings,2008,11-Jun,"Lenape in Medford, New Jersey",Jason Thompson,Power Forward and Center,Right,250lb
thompjo01,2-Sep-41,"Washington, District of Columbia",0.3,41,,59.5,74,10.2,3.5,3.5,2.1,,Providence College,25th overall,3rd round,Boston Celtics,1964,10-Jun,"Archbishop Carroll in Washington, District of Columbia",John Thompson,Center and Power Forward,Right,225lb
thompke01,7-Feb-71,"Winston-Salem, North Carolina",0.2,42.9,0,50,14,4.9,0.9,0.9,0,42.9,North Carolina State University,48th overall,2nd round,Portland Trail Blazers,1993,11-Jun,"Glenn in Winston-Salem, North Carolina",Kevin Thompson,Center,Right,260lb
thompkl01,8-Feb-90,"Los Angeles, California",2.3,45.9,41.9,84.8,615,16.4,19.5,3.5,46.8,55.1,Washington State University,11th overall,1st round,Golden State Warriors,2011,7-Jun,"Santa Margarita Catholic in Rancho Santa Margarita, California",Klay Thompson,Shooting Guard,Right,215lb
thompla01,23-Jun-61,"Cincinnati, Ohio",1.2,49.2,15.4,73.7,985,13.6,7.9,6.8,35,49.2,University of Texas at Austin,5th overall,1st round,Kansas City Kings,1982,10-Jun,"Withrow in Cincinnati, Ohio",LaSalle Thompson,Center,Right,245lb
thompmy01,30-Jan-55,"Nassau, Bahamas",2.3,50.4,8.3,65.5,935,15.7,13.7,7.4,59.1,50.4,University of Minnesota,1st overall,1st round,Portland Trail Blazers,1978,10-Jun,"Jackson in Miami, Florida",Mychal Thompson,Center and Power Forward,Right,226lb
thompmy02,1-Jun-88,"Los Angeles, California",1.4,29.2,36.4,-,5,2.2,3.6,1,-0.2,37.5,Pepperdine University,,,,,6-Jun,"Santa Margarita in Rancho Santa Margarita, California",Mychel Thompson,Shooting Guard,Right,211lb
thomppa01,25-May-61,"Smyrna, Tennessee",1.5,43.2,21,79.2,154,13.7,8.9,3.5,4.9,43.8,Tulane University,50th overall,3rd round,Cleveland Cavaliers,1983,6-Jun,"Peabody in Alexandria, Louisiana",Paul Thompson,Small Forward,Right,210lb
thompst01,2-Dec-68,"Los Angeles, California",0.4,37.8,0,37.5,19,11.5,1.6,1,0,37.8,Syracuse University,,,,,4-Jun,"Crenshaw in Los Angeles, California",Stephen Thompson,Shooting Guard,Right,185lb
thomptr01,13-Mar-91,"Toronto, Canada",0.9,51.9,0,61,562,15.4,9.2,8.6,40,51.9,University of Texas at Austin,4th overall,1st round,Cleveland Cavaliers,2011,10-Jun,"Findlay College Prep in Henderson, Nevada",Tristan Thompson,Power Forward and Center,Left Right,238lb
thoresk01,5-Apr-43,"Rockford, Illinois",1.9,46.5,0,61.2,170,18.6,13.2,11,13,46.5,University of Illinois at Urbana-Champaign,30th overall,4th round,Baltimore Bullets,1965,10-Jun,"East in Rockford, Illinois",Skip Thoren,Center,Right,230lb
thornro01,23-May-41,"Princeton, West Virginia",2.6,43.3,,72.3,466,14.5,10.8,3.1,17.2,,West Virginia University,2nd overall,1st round,Baltimore Bullets,1963,4-Jun,"Princeton in Princeton, West Virginia",Rod Thorn,Shooting Guard and Point Guard,Right,195lb
thornal01,7-Dec-83,"Perry, Georgia",1.2,45.2,29.3,74.7,296,12.3,11.9,4.2,6.1,46.5,Florida State University,14th overall,1st round,Los Angeles Clippers,2007,8-Jun,"Perry in Perry, Georgia",Al Thornton,Small Forward and Power Forward,Right,220lb
thornbo01,10-Jul-62,"Los Angeles, California",0.3,44.4,22.2,55.8,283,6.2,3,2.5,1.3,44.6,"University of California, Irvine",87th overall,4th round,New York Knicks,1984,10-Jun,"Mission Viejo in Mission Viejo, California",Bob Thornton,Power Forward,Right,225lb
thornda01,1-Sep-46,"Louisville, Kentucky",1.5,43.3,18.2,65.5,50,9,6.8,2.8,1.3,43.7,Kentucky Wesleyan College,40th overall,4th round,Baltimore Bullets,1968,4-Jun,"Male in Louisville, Kentucky",Dallas Thornton,Small Forward,Right,190lb
thornma01,5-Jun-87,"Baton Rouge, Louisiana",1.4,42.5,35.8,83,483,15.5,11.9,2.8,20,49.8,Louisiana State University,43rd overall,2nd round,Miami Heat,2009,4-Jun,"Tara in Baton Rouge, Louisiana",Marcus Thornton,Shooting Guard,Right,205lb
thornsi01,15-Nov-94,"Lancaster, South Carolina",0.6,41.5,34.2,68.9,137,7.6,2.5,1.3,1,46.1,University of South Carolina,48th overall,2nd round,Milwaukee Bucks,2017,5-Jun,"Oak Hill Academy in Mouth of Wilson, Virginia",Sindarius Thornwell,Shooting Guard,Right,215lb
thorpot01,5-Aug-62,"Boynton Beach, Florida",2.2,54.6,4.7,68.7,1257,16,14,8.2,106.4,54.6,Providence College,9th overall,1st round,Kansas City Kings,1984,9-Jun,"Lake Worth Community in Lake Worth, Florida",Otis Thorpe,Center and Power Forward,Right,225lb
threase01,10-Sep-61,"Atlanta, Georgia",3.8,48.5,29.3,81.5,951,14.7,9.8,1.8,48,49.6,West Virginia University Institute of Technology,139th overall,6th round,Philadelphia 76ers,1983,2-Jun,"Therrell in Atlanta, Georgia",Sedale Threatt,Point Guard and Shooting Guard,Right,175lb
thurmna01,25-Jul-41,"Akron, Ohio",2.7,42.1,,66.7,964,16.5,15,15,78,,Bowling Green State University,3rd overall,1st round,San Francisco Warriors,1963,11-Jun,"Central in Akron, Ohio",Nate Thurmond,Power Forward and Center,Right,225lb
thursme01,16-Jan-19,,0.3,28.3,,50,14,-,5.6,-,-0.1,,Canisius College,,,,,Jun-00,,Mel Thurston,Guard,Right,175lb
tidriha01,4-Aug-15,Ohio,1.7,31.5,,80,61,-,9,-,2.5,,Washington & Jefferson College,,,,,1-Jun,,Hal Tidrick,Forward/Guard,Right,190lb
tiemada01,30-Nov-40,"Covington, Kentucky",0.9,26.3,,40,29,4.1,1.2,0.8,-0.5,,Thomas More College,,,,,Jun-00,"Covington Catholic in Covington, Kentucky",Dan Tieman,Point Guard,Right,185lb
tillida01,23-Feb-60,"Dallas, Texas",0.3,42.3,0,62.6,124,10,3.4,2.5,0.9,42.3,Cleveland State University,23rd overall,1st round,Boston Celtics,1982,11-Jun,"Lincoln in Dallas, Texas",Darren Tillis,Center,Right,215lb
tinglja01,30-Dec-24,"Bedford, Kentucky",0.2,25.9,,51.5,39,-,2.3,-,0.4,,University of Kentucky,,1947 BAA Draf,Washington Capitols,,4-Jun,"Trimble in Bedford, Kentucky",Jack Tingle,Forward,Right,205lb
tinslge01,19-Sep-46,"Louisville, Kentucky",0.9,42.2,20,74.3,133,11.2,5.3,2.9,3.1,42.7,Kentucky Wesleyan College,76th overall,6th round,Chicago Bulls,1969,5-Jun,"Male in Louisville, Kentucky",George Tinsley,Small Forward,Right,205lb
tinslja01,28-Feb-78,"Brooklyn, New York",6.1,39.3,29.9,71.6,547,13.6,8.5,2.9,17.2,43.7,Iowa State University,27th overall,1st round,Memphis Grizzlies,2001,3-Jun,"Samuel J. Tilden in Brooklyn, New York",Jamaal Tinsley,Point Guard,Right,195lb
tisdawa01,9-Jun-64,"Tulsa, Oklahoma",1.3,50.5,0,76,840,15.7,15.3,6.1,45.7,50.5,University of Oklahoma,2nd overall,1st round,Indiana Pacers,1985,9-Jun,"Booker T. Washington in Tulsa, Oklahoma",Wayman Tisdale,Power Forward,Left,240lb
tobeymi01,10-Oct-94,"Monroe, New York",0.5,25,-,-,2,-0.1,1,1.5,0,25,University of Virginia,,,,,Jul-00,"Blair Academy in Blairstown, New Jersey",Mike Tobey,Center,Right,260lb
todormi01,11-Jun-23,,2.9,30.9,,71.1,131,-,11,6.9,5.3,,University of Wyoming,,,,,5-Jun,"Soldan in St. Louis, Missouri",Mike Todorovich,Forward/Center,Right,220lb
tolbera01,10-Sep-58,"Anderson, Indiana",0.5,49.5,0,54.4,261,9.8,3.6,2.3,2.9,49.5,Indiana University,18th overall,1st round,New Jersey Nets,1981,9-Jun,"Madison Heights in Anderson, Indiana",Ray Tolbert,Power Forward,Right,225lb
tolbeto01,16-Oct-65,"Long Beach, California",0.9,46,29.6,71.6,312,10.5,6.5,4,6.6,46.8,"University of California, Irvine, University of Arizona",34th overall,2nd round,Charlotte Hornets,1988,7-Jun,"Artesia HS in Lakewood, California",Tom Tolbert,Power Forward and Small Forward,Right,235lb
tollian01,1-Jun-85,"Springfield, Missouri",0.9,41.8,37.6,77.2,664,11.2,6.4,3.4,25.4,54,Creighton University,,,,,8-Jun,"Kickapoo in Springfield, Missouri",Anthony Tolliver,Power Forward and Small Forward,Right,250lb
tolsode01,25-Nov-51,"Kansas City, Missouri",0.4,54.6,,54.5,80,20.1,5,2.2,2.2,,University of Arkansas,80th overall,5th round,Seattle SuperSonics,1974,8-Jun,"Central in Kansas City, Missouri",Dean Tolson,Power Forward,Right,190lb
tomjaru01,24-Nov-48,"Hamtramck, Michigan",2,50.1,26.2,78.4,768,16.9,17.4,8.1,70.4,50.2,University of Michigan,2nd overall,1st round,San Diego Rockets,1970,8-Jun,"Hamtramck in Hamtramck, Michigan",Rudy Tomjanovich,Power Forward and Small Forward,Right,218lb
toneyan01,23-Nov-57,"Birmingham, Alabama",4.2,50,34.2,79.7,468,16.1,15.9,2.2,26.9,51.2,University of Louisiana at Lafayette,8th overall,1st round,Philadelphia 76ers,1980,3-Jun,"Glenn in Birmingham, Alabama",Andrew Toney,Shooting Guard,Right,178lb
toneyse01,13-Apr-62,"Columbus, Mississippi",2.1,36.5,34.1,78.1,112,7.8,3.7,0.9,0,40.6,University of Dayton,59th overall,3rd round,Atlanta Hawks,1985,2-Jun,"Wilbur Wright in Dayton, Ohio",Sedric Toney,Point Guard,Right,178lb
tonkoan01,1-Nov-22,"Barrackville, West Virginia",0.6,26.8,,66.7,17,-,2.6,-,-0.4,,Marshall University,1st overall,1st round,Providence Steamrollers,1948,1-Jun,"Union in Benwood, West Virginia",Andy Tonkovich,Guard,Right,185lb
toolsan01,19-Jan-66,"Chicago, Illinois",0.5,39.7,34.1,75.7,60,8,2.7,1.2,0.6,44.9,Brigham Young University,,,,,6-Jun,"Twin Falls in Twin Falls, Idaho",Andy Toolson,Small Forward,Right,210lb
toomaja01,9-Aug-22,"Ontario, California",0.9,37.6,,69.1,131,-,6.7,-,6.3,,University of the Pacific,,,,,6-Jun,,Jack Toomay,Center/Forward,Right,215lb
toonebe01,14-Jul-56,"Yonkers, New York",0.5,35.9,14.3,80,23,8.9,2.4,1.5,-0.1,36.7,Marquette University,37th overall,2nd round,Philadelphia 76ers,1979,9-Jun,"Gorton in Yonkers, New York",Bernard Toone,Power Forward,Right,210lb
torgoir01,6-Mar-17,"Brooklyn, New York",0.7,24.6,,77.1,147,-,6.8,-,6.5,,Long Island University,,,,,2-Jun,"Tilden in Brooklyn, New York",Irv Torgoff,Forward,Right,192lb
tormobu01,12-May-37,"Holland, Indiana",0.9,41.1,,57.9,271,11.9,4.4,4.1,2.3,,University of Tennessee,11th overall,2nd round,Syracuse Nationals,1959,8-Jun,"Holland in Holland, Indiana",Gene Tormohlen,Center,Right,230lb
torreos01,18-Dec-76,"Caracas, Venezuela",0.5,40.1,31.7,76.8,82,11.7,5.4,1.6,1.1,45.9,,,,,,6-Jun,,Oscar Torres,Shooting Guard,Right,210lb
toshebi01,2-Jun-26,"Gary, Indiana",3.3,31.5,,79.3,203,11.2,9.2,3,5.2,,Indiana University,32nd overall,4th round,Indianapolis Olympians,1951,1-Jun,"Froebel in Gary, Indiana",Bill Tosheff,Point Guard,Right,175lb
toughbo01,28-Aug-20,"New York, New York",1.7,27.8,,71.3,82,-,7.1,-,-0.8,,St. John's University,,,,,Jun-00,"Jamaica in Jamaica, New York",Bob Tough,Guard/Forward,Right,185lb
toupaax01,23-Jul-92,"Mulhouse, France",0.6,38,31.8,76.5,25,7,3.5,1.3,0.4,46.8,,,,,,7-Jun,,Axel Toupane,Small Forward,Right,197lb
towemo01,27-Sep-53,"Marion, Indiana",1.9,40.4,21.4,78.3,115,9.6,2.8,0.8,0.2,41.8,North Carolina State University,57th overall,4th round,Atlanta Hawks,1975,7-May,"Oak Hill in Oak Hill, Indiana",Monte Towe,Point Guard,Right,150lb
towerke01,15-May-70,"Libby, Montana",0.1,42.9,0,55.6,53,5.9,1.8,1.3,0,42.9,University of Notre Dame,,,,,11-Jun,"Moon in Coraopolis, Pennsylvania",Keith Tower,Center,Right,250lb
towerbl01,20-Jun-20,"Caldwell, Kentucky",2.4,29.3,,74.8,128,-,9.4,-,4.2,,Western Kentucky University,,,,,4-Jun,"Shady Grove in Shady Grove, Kentucky",Blackie Towery,Forward/Center,Right,210lb
towneli01,30-Nov-59,"Richmond, Virginia",0.5,44,36,75,60,11.5,4.3,1.1,0.6,45.8,James Madison University,33rd overall,2nd round,Portland Trail Blazers,1982,7-Jun,"Covington in Covington, Virginia",Linton Townes,Small Forward,Right,190lb
townska01,15-Nov-95,"Edison, New Jersey",2.6,53.7,39.2,83.6,323,25,22.3,11.9,45.4,57.5,University of Kentucky,1st overall,1st round,Minnesota Timberwolves,2015,Jul-00,"St. Joseph in Metuchen, New Jersey",Karl-Anthony Towns,Center,Right,248lb
townsra01,20-Dec-55,"San Jose, California",1.4,41.1,17.1,70.3,154,9.8,4.8,1,1,41.5,"University of California, Los Angeles",22nd overall,1st round,Golden State Warriors,1978,3-Jun,"Camden in San Jose, California",Raymond Townsend,Shooting Guard,Right,175lb
trappge01,11-Jul-48,"Detroit, Michigan",1,44.4,,75.2,379,13.3,8.8,3.9,8.4,,"California State University, Long Beach",5th overall,1st round,Atlanta Hawks,1971,8-Jun,"Highland Park in Highland Park, Michigan",George Trapp,Power Forward,Right,205lb
trappjo01,2-Oct-45,"Detroit, Michigan",1,42,0,71.7,303,10.7,7.2,4.4,6.4,42,"University of Nevada, Las Vegas",15th overall,2nd round,San Diego Rockets,1968,7-Jun,"Highland Park in Highland Park, Michigan",John Trapp,Small Forward,Right,210lb
traylro01,1-Feb-77,"Detroit, Michigan",0.7,47.4,16.7,57.7,438,14.5,4.8,3.7,13.3,47.5,University of Michigan,6th overall,1st round,Dallas Mavericks,1998,8-Jun,"Murray-Wright in Detroit, Michigan",Robert Traylor,Power Forward and Center,Right,284lb
trentga01,22-Sep-74,"Columbus, Ohio",1,50.1,8,64.3,506,15.9,8.6,4.5,23.2,50.1,Ohio University,11th overall,1st round,Milwaukee Bucks,1995,8-Jun,"Hamilton Township in Columbus, Ohio",Gary Trent,Small Forward and Power Forward and Center,Right,250lb
trentga02,18-Jan-99,"Columbus, Ohio",0.3,32,23.8,42.9,15,3.6,2.7,0.7,-0.2,37,Duke University,37th overall,2nd round,Sacramento Kings,2018,6-Jun,"Prolific Prep in Napa, California",Gary Trent Jr.,Shooting Guard,Right,205lb
trepaje01,11-Jul-79,"Los Angeles, California",0.7,33.7,46.2,70,31,9.5,2.8,1.4,-0.2,36.6,University of Southern California,36th overall,2nd round,Cleveland Cavaliers,2001,4-Jun,"Compton in Compton, California",Jeff Trepagnier,Shooting Guard,Left,200lb
tresvjo01,6-Nov-39,,1.4,45.1,,69.3,559,13.5,9.2,6.3,24.4,,Seattle University,40th overall,5th round,St. Louis Hawks,1964,7-Jun,"Spingarn in Washington, District of Columbia",John Tresvant,Power Forward,Right,215lb
trieral01,17-Jan-96,"Seattle, Washington",1.9,44.8,39.4,80.3,64,12.2,10.9,3.1,0.9,49.8,University of Arizona,,,,,5-Jun,"Findlay Prep in Henderson, Nevada",Allonzo Trier,Shooting Guard,Right,200lb
triptdi01,3-Nov-22,"Chicago, Illinois",1.6,27.5,,72.7,59,-,5.7,-,1.4,,DePaul University,,,,,Jun-00,"Lane Technical in Chicago, Illinois",Dick Triptow,Guard/Forward,Right,170lb
tripuke01,16-Feb-59,"Glen Ridge, New Jersey",3,47.3,36.1,84.9,707,16.2,17.2,3.8,44.4,48.2,University of Notre Dame,12th overall,1st round,Detroit Pistons,1981,6-Jun,"Bloomfield in Bloomfield, New Jersey",Kelly Tripucka,Small Forward,Right,220lb
truitan01,24-Aug-50,"West Point, Georgia",0.1,42.9,-,33.3,16,12.9,2.4,2.4,-0.1,42.9,University of California,41st overall,3rd round,New York Knicks,1972,9-Jun,"Wilson in San Francisco, California",Ansley Truitt,Power Forward,Right,215lb
trybace01,22-Sep-79,"Warsaw, Poland",0,20.8,-,41.7,22,-3,0.7,0.7,-0.5,20.8,,,,,,2-Jul,,Cezary Trybanski,Center,Right,240lb
tsakaja01,10-Jun-79,"Rustavi, Georgia",0.3,49,0,65.7,315,11.8,4.8,3.9,9.9,49,,25th overall,1st round,Phoenix Suns,2000,2-Jul,,Jake Tsakalidis,Center,Right,285lb
tschojo01,25-Apr-50,"Chula Vista, California",0.6,35.6,,58.1,113,7.3,2.5,1.8,-0.3,,"University of California, Santa Barbara",,,,,6-Jun,"Hilltop in Chula Vista, California",John Tschogl,Small Forward,Right,206lb
tsiorlo01,31-Aug-30,"Lynn, Massachusetts",1.1,31.5,,71.7,157,7.7,5.8,4.8,2.1,,University of Kentucky,1953 NBA Draft,7th roun,Boston Celtics,,5-Jun,"English in Lynn, Massachusetts",Lou Tsioropoulos,Small Forward,Right,190lb
